wav_id,발화문,상황,1번 감정,1번 감정세기,2번 감정,2번 감정세기,3번 감정,3번 감정세기,4번 감정,4번감정세기,5번 감정,5번 감정세기,나이,성별
5f0fba6eb140144dfcff48d7,하는 프로젝트도 엉망이고 하는일마다 안되는 거 같아.,sad,Sadness,1,Sadness,1,Sadness,2,Sadness,2,Sadness,1,35,female
5ed133b31dcf350eeded4a10,약속있어서 나왔는데 친구가 아직도 오지를 않아.,anger,Disgust,2,Angry,2,Angry,2,Angry,2,Angry,1,48,female
5ef95fa7bed0201b73513c97,"난 당연히 안 그러겠지 그리고 본 걸 어떡해 안 본 걸로 해 아직도 잊혀지지 않아.	",disgust,Disgust,2,Disgust,2,Sadness,2,Disgust,2,Disgust,1,48,female
5f047c4eb140144dfcfef04c,15년 간을 같이 동거동락을 했으니 다들 괜찮지않아. 상실감이 커해.,sad,Sadness,2,Sadness,2,Sadness,2,Sadness,2,Sadness,2,48,female
5f086924b140144dfcff131f,아직 장례까지는 생각을 못 해봤어 아마 아빠가 준비하고 계시지 않을까>,sad,Sadness,1,Sadness,2,Sadness,2,Sadness,2,Sadness,2,48,female
5f0d9f51b140144dfcff3911,우리 해피 어제 죽었어.,sad,Sadness,1,Sadness,2,Sadness,2,Sadness,2,Sadness,2,33,female
5f047c6db140144dfcfef04d,"시간이 지나면 잊혀지겠지만, 지금은 너무 힘들다.",sad,Sadness,2,Sadness,2,Sadness,2,Sadness,2,Sadness,2,48,female
5f08693fb140144dfcff1320,나도 그랬을 거라고 생각해. 정말 착하고 예쁜 아이였거든.,sad,Sadness,1,Sadness,2,Sadness,2,Sadness,2,Sadness,2,48,female
5f0d9f62b140144dfcff3912,엊그제 갑자기 응급실 실려 갔었거든 어제 좀 밥도 먹고 괜찮아지나 싶었는데 결국 죽었어. ,sad,Sadness,2,Sadness,2,Sadness,2,Sadness,2,Sadness,2,33,female
5f0e77d45a7f574dce591fac,괜히 매일매일 우울한 기분이 들어.,sad,Sadness,2,Sadness,1,Sadness,2,Sadness,2,Sadness,2,48,female
5ef96017bed0201b73513c9c,괜히 매일 우울한 기분이 들어.,sad,Sadness,2,Sadness,1,Sadness,2,Sadness,2,Sadness,2,48,female
5efe17aa704f492ee1253d9d,"덥고 짜증 나 죽겠는데, 친구는 전활 안 받아.",anger,Angry,2,Angry,2,Angry,2,Angry,2,Angry,1,48,female
5f086970b140144dfcff1323,나 면접 또 떨어졌어.,sad,Angry,1,Sadness,2,Sadness,2,Sadness,2,Sadness,2,48,female
5f0d9f81b140144dfcff3915,응. 엄마 아빠도 지금 기운 못 차리고 계셔. 많이 슬프신가봐.,sad,Sadness,2,Sadness,2,Sadness,2,Sadness,2,Sadness,2,33,female
5f0e77e7b140144dfcff3fed,잘 모르겠어. 잠 드는 거 너무 힘들고 아침에 일어날 땐 더 힘들더라고. 회사 가서는 하루종일 멍 때리고 있는 것 같애.,sad,Sadness,1,Sadness,1,Sadness,2,Sadness,2,Sadness,2,48,female
5ed4b3ccc90a530ee56b5af5,"나 결국 헤어졌어.	",sad,Sadness,2,Sadness,2,Sadness,2,Sadness,2,Sadness,2,33,female
5eceacad7e21a10eee253644,"룸메이트랑 너무 자주 싸우게 돼.	",anger,Angry,2,Angry,2,Angry,2,Angry,2,Angry,2,33,female
5f086985b140144dfcff1324,머릿 속 복잡하고 가슴이 답답해서 그냥 나와서 걷고 있어.,sad,Angry,1,Sadness,2,Sadness,2,Sadness,2,Sadness,2,48,female
5f0bc9d2b140144dfcff2a8d,나 결국 그 사람이랑 헤어졌어.,sad,Sadness,2,Sadness,2,Sadness,2,Sadness,2,Sadness,2,48,female
5f0d9f9fb140144dfcff3917,15년 동안이나 같이 있었으니까 쉽게 잊혀지진 않을 것 같아.,sad,Sadness,2,Sadness,2,Sadness,2,Sadness,2,Sadness,2,33,female
5ed4b3eb2880d70f2861241b,남친이 갑자기 권태기래. 그러고 시간을 갖재. 근데 사실은 딴 사람이 생긴 것 같애.,sad,Sadness,2,Sadness,2,Sadness,2,Sadness,2,Sadness,2,33,female
5ed348d279bf120ed2b8130c,룸메이트랑 요새 계속 싸운다?,anger,Disgust,2,Angry,2,Angry,2,Angry,2,Angry,2,33,female
5eceace52880d70f28612072,룸메가 청소를 안 해.,anger,Angry,2,Angry,2,Angry,2,Angry,2,Angry,2,33,female
5efa0a258bbcd61f551d2964,으 기숙사 화장실에 누가 토 해놓고 치우지도 않고 그냥 갔어!,disgust,Disgust,2,Disgust,2,Disgust,2,Disgust,2,Disgust,1,48,female
5f0869bdb140144dfcff1326,"이번 회사가 공채로 시험 볼 수 있는 마지막 회사였어.	",sad,Fear,1,Sadness,2,Sadness,2,Sadness,2,Sadness,2,48,female
5f0d9fd0b140144dfcff391d,"그럴 거야. 우리 해피, 좋은 데 갔을 거야.",sad,Sadness,1,Sadness,2,Sadness,2,Sadness,2,Sadness,2,33,female
5f0e7805b140144dfcff3ff1,맞아 무기력증인거 같아 한동안 회사가 정말 바빴었거든.,sad,Sadness,1,Sadness,1,Sadness,2,Sadness,2,Sadness,2,48,female
5eceacf97e21a10eee253645,지난달에 정색하고 얘기했었어 한번.,anger,Angry,2,Angry,2,Angry,2,Angry,2,Angry,2,33,female
5f047cc7b140144dfcfef056,술 드시고 오시다가 계단에서 넘어지셨대.,anger,Sadness,2,Sadness,2,Sadness,2,Sadness,2,Sadness,2,48,female
5f0869efb140144dfcff1328,입맛이 없어서 아침부터 그냥 굶고 있어. 이따 저녁에 부모님과 함께 먹어야지.,sad,Angry,1,Sadness,1,Sadness,2,Sadness,2,Sadness,2,48,female
5f0da0a7b140144dfcff393a,"아 진짜 친구 기다리는데 또 늦어.	",anger,Angry,2,Angry,2,Angry,2,Angry,2,Angry,2,33,female
5f0e781db140144dfcff3ff3,아무것도 안 하는 시간은 나한테 너무 힘들더라고. 취미를 한번 가져볼게.,sad,Neutral,0,Sadness,1,Sadness,2,Sadness,2,Sadness,2,48,female
5ed348f09aa8ea0eec53f205,"얘가 집을 너무 더럽게 해 놓고 살잖아 같이 사는 집인데.	",anger,Angry,2,Angry,2,Angry,2,Angry,2,Angry,2,33,female
5ecead5179bf120ed2b810a2,"고딩때부터 알던 사이이긴한데 그때는 이런지 몰랐지.	",anger,Angry,2,Angry,1,Angry,2,Angry,2,Angry,2,33,female
5eccadbc7e21a10eee2534b6,어떻게 살지? 이번 달은 망했어!,sad,Sadness,2,Sadness,1,Sadness,2,Sadness,2,Fear,2,48,female
5f047ce1b140144dfcfef058,다행히 생명에는 지장 없으시지만 며칠 입원해 계셔야 된대.,anger,Sadness,2,Sadness,2,Sadness,2,Sadness,2,Sadness,2,48,female
5f0da0bab140144dfcff393b,지금 한시간도 넘었어.,anger,Angry,2,Angry,2,Angry,2,Angry,2,Angry,2,33,female
5f0e7837b140144dfcff3ff5,알았어. 우리 집 해피랑 산책도 많이 해볼게.,sad,Neutral,0,Happiness,1,Sadness,1,Sadness,2,Sadness,2,48,female
5f0fc6f5b140144dfcff49ac,"나 그 사람과 헤어졌어.	",sad,Sadness,1,Sadness,2,Sadness,2,Sadness,2,Sadness,2,48,female
5ed98eec2880d70f286128e2,"내 금쪽같은 시간이 1시간이나 지나버렸어 어쩜 이렇게 이기적일 수 있지.	",anger,Angry,2,Angry,1,Angry,1,Angry,2,Angry,2,48,female
5ed135597e21a10eee2537f8,"퇴근한지 얼마나 됐다고 회사에서 또 연락이 왔어.	",anger,Angry,2,Angry,2,Angry,2,Angry,2,Angry,1,48,female
5ecead7b79bf120ed2b810a3,"마음은 그러고 싶은데, 그게 쉬운 일이 아니잖아.",anger,Angry,2,Angry,2,Angry,1,Angry,2,Fear,2,33,female
5ef960fabed0201b73513ca5,유기견 다큐멘터리를 봤는데 무책임한 사람들 때문에 너무 화가 나.,disgust,Angry,2,Angry,2,Angry,2,Angry,2,Angry,1,48,female
